src,tgt
"इत्थम् इब्राहीमो दायूदं यावत् साकल्येन चतुर्दशपुरुषाः; आ दायूदः कालाद् बाबिलि प्रवसनकालं यावत् चतुर्दशपुरुषा भवन्ति। बाबिलि प्रवासनकालात् ख्रीष्टस्य कालं यावत् चतुर्दशपुरुषा भवन्ति।
","So all the generations from Abraham to David are fourteen generations; and from David until the carrying away into Babylon are fourteen generations; and from the carrying away into Babylon unto Christ are fourteen generations.
"
"""यीशुख्रीष्टस्य जन्म कथ्थते। मरियम् नामिका कन्या यूषफे वाग्दत्तासीत्, तदा तयोः सङ्गमात् प्राक् सा कन्या पवित्रेणात्मना गर्भवती बभूव।""
","""Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost.""
"
"तत्र तस्याः पति र्यूषफ् सौजन्यात् तस्याः कलङ्गं प्रकाशयितुम् अनिच्छन् गोपनेने तां पारित्यक्तुं मनश्चक्रे।
","""Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily.""
"
"""स तथैव भावयति, तदानीं परमेश्वरस्य दूतः स्वप्ने तं दर्शनं दत्त्वा व्याजहार, हे दायूदः सन्तान यूषफ् त्वं निजां जायां मरियमम् आदातुं मा भैषीः।""
","""But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost.""
"
"""यतस्तस्या गर्भः पवित्रादात्मनोऽभवत्, सा च पुत्रं प्रसविष्यते, तदा त्वं तस्य नाम यीशुम् (अर्थात् त्रातारं) करीष्यसे, यस्मात् स निजमनुजान् तेषां कलुषेभ्य उद्धरिष्यति।""
","""And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins.""
"
"""इत्थं सति, पश्य गर्भवती कन्या तनयं प्रसविष्यते। इम्मानूयेल् तदीयञ्च नामधेयं भविष्यति॥ इम्मानूयेल् अस्माकं सङ्गीश्वरइत्यर्थः।""
","""Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,""
"
"""इति यद् वचनं पुर्व्वं भविष्यद्वक्त्रा ईश्वरः कथायामास, तत् तदानीं सिद्धमभवत्।""
","""Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us.""
"
"""अनन्तरं यूषफ् निद्रातो जागरित उत्थाय परमेश्वरीयदूतस्य निदेशानुसारेण निजां जायां जग्राह,""
","""Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:""
"
"""किन्तु यावत् सा निजं प्रथमसुतं अ सुषुवे, तावत् तां नोपागच्छत्, ततः सुतस्य नाम यीशुं चक्रे।""
","And knew her not till she had brought forth her firstborn son: and he called his name JESUS.
"
"""अनन्तरं हेरोद् संज्ञके राज्ञि राज्यं शासति यिहूदीयदेशस्य बैत्लेहमि नगरे यीशौ जातवति च, कतिपया ज्योतिर्व्वुदः पूर्व्वस्या दिशो यिरूशालम्नगरं समेत्य कथयमासुः,""
","""Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,""
"
"""यो यिहूदीयानां राजा जातवान्, स कुत्रास्ते? वयं पूर्व्वस्यां दिशि तिष्ठन्तस्तदीयां तारकाम् अपश्याम तस्मात् तं प्रणन्तुम् अागमाम।""
","""Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.""
"
"तदा हेरोद् राजा कथामेतां निशम्य यिरूशालम्नगरस्थितैः सर्व्वमानवैः सार्द्धम् उद्विज्य
","""When Herod the king had heard these things, he was troubled, and all Jerusalem with him.""
"
"""सर्व्वान् प्रधानयाजकान् अध्यापकांश्च समाहूयानीय पप्रच्छ, ख्रीष्टः कुत्र जनिष्यते?""
","""And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.""
"
"""तदा ते कथयामासुः, यिहूदीयदेशस्य बैत्लेहमि नगरे, यतो भविष्यद्वादिना इत्थं लिखितमास्ते,""
","""And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,""
"
"सर्व्वाभ्यो राजधानीभ्यो यिहूदीयस्य नीवृतः। हे यीहूदीयदेशस्ये बैत्लेहम् त्वं न चावरा। इस्रायेलीयलोकान् मे यतो यः पालयिष्यति। तादृगेको महाराजस्त्वन्मध्य उद्भविष्यती॥
","""And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel.""
"
"""तदानीं हेरोद् राजा तान् ज्योतिर्व्विदो गोपनम् आहूय सा तारका कदा दृष्टाभवत् , तद् विनिश्चयामास।""
","""Then Herod, when he had privily called the wise men, inquired of them diligently what time the star appeared.""
"
"""अपरं तान् बैत्लेहमं प्रहीत्य गदितवान्, यूयं यात, यत्नात् तं शिशुम् अन्विष्य तदुद्देशे प्राप्ते मह्यं वार्त्तां दास्यथ, ततो मयापि गत्वा स प्रणंस्यते।""
","""And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also.""
"
"""तदानीं राज्ञ एतादृशीम् आज्ञां प्राप्य ते प्रतस्थिरे, ततः पूर्व्वर्स्यां दिशि स्थितैस्तै र्या तारका दृष्टा सा तारका तेषामग्रे गत्वा यत्र स्थाने शिशूरास्ते, तस्य स्थानस्योपरि स्थगिता तस्यौ।""
","""When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was.""
"
"""तद् दृष्ट्वा ते महानन्दिता बभूवुः,""
","""When they saw the star, they rejoiced with exceeding great joy.""
"
"""ततो गेहमध्य प्रविश्य तस्य मात्रा मरियमा साद्धं तं शिशुं निरीक्षय दण्डवद् भूत्वा प्रणेमुः, अपरं स्वेषां घनसम्पत्तिं मोचयित्वा सुवर्णं कुन्दुरुं गन्धरमञ्च तस्मै दर्शनीयं दत्तवन्तः।""
","""And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh.""
"
"पश्चाद् हेरोद् राजस्य समीपं पुनरपि गन्तुं स्वप्न ईश्वरेण निषिद्धाः सन्तो ऽन्येन पथा ते निजदेशं प्रति प्रतस्थिरे।
","""And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.""
"
"""अनन्तरं तेषु गतवत्मु परमेश्वरस्य दूतो यूषफे स्वप्ने दर्शनं दत्वा जगाद, त्वम् उत्थाय शिशुं तन्मातरञ्च गृहीत्वा मिसर्देशं पलायस्व, अपरं यावदहं तुभ्यं वार्त्तां न कथयिष्यामि, तावत् तत्रैव निवस, यतो राजा हेरोद् शिशुं नाशयितुं मृगयिष्यते।""
","""And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him.""
"
"""तदानीं यूषफ् उत्थाय रजन्यां शिशुं तन्मातरञ्च गृहीत्वा मिसर्देशं प्रति प्रतस्थे,""
","""When he arose, he took the young child and his mother by night, and departed into Egypt:""
"
"""गत्वा च हेरोदो नृपते र्मरणपर्य्यन्तं तत्र देशे न्युवास, तेन मिसर्देशादहं पुत्रं स्वकीयं समुपाहूयम्। यदेतद्वचनम् ईश्वरेण भविष्यद्वादिना कथितं तत् सफलमभूत्।""
","""And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.""
"
"""अनन्तरं हेरोद् ज्योतिर्विद्भिरात्मानं प्रवञ्चितं विज्ञाय भृशं चुकोप; अपरं ज्योतिर्व्विद्भ्यस्तेन विनिश्चितं यद् दिनं तद्दिनाद् गणयित्वा द्वितीयवत्सरं प्रविष्टा यावन्तो बालका अस्मिन् बैत्लेहम्नगरे तत्सीममध्ये चासन्, लोकान् प्रहित्य तान् सर्व्वान् घातयामास।""
","""Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently inquired of the wise men.""
"
"अतः अनेकस्य विलापस्य निनाद: क्रन्दनस्य च। शोकेन कृतशब्दश्च रामायां संनिशम्यते। स्वबालगणहेतोर्वै राहेल् नारी तु रोदिनी। न मन्यते प्रबोधन्तु यतस्ते नैव मन्ति हि॥
","""Then was fulfilled that which was spoken by Jeremy the prophet, saying,""
"
"यदेतद् वचनं यिरीमियनामकभविष्यद्वादिना कथितं तत् तदानीं सफलम् अभूत्।
","""In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not.""
"
"तदनन्तरं हेरेदि राजनि मृते परमेश्वरस्य दूतो मिसर्देशे स्वप्ने दर्शनं दत्त्वा यूषफे कथितवान्
","""But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,""
"
"""त्वम् उत्थाय शिशुं तन्मातरञ्च गृहीत्वा पुनरपीस्रायेलो देशं याही, ये जनाः शिशुं नाशयितुम् अमृगयन्त, ते मृतवन्तः।""
","""Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life.""
"
"तदानीं स उत्थाय शिशुं तन्मातरञ्च गृह्लन् इस्रायेल्देशम् आजगाम।
","""And he arose, and took the young child and his mother, and came into the land of Israel.""
"
"""किन्तु यिहूदीयदेशे अर्खिलायनाम राजकुमारो निजपितु र्हेरोदः पदं प्राप्य राजत्वं करोतीति निशम्य तत् स्थानं यातुं शङ्कितवान्, पश्चात् स्वप्न ईश्वरात् प्रबोधं प्राप्य गालील्देशस्य प्रदेशैकं प्रस्थाय नासरन्नाम नगरं गत्वा तत्र न्युषितवान्,""
","""But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:""
"
"""तेन तं नासरतीयं कथयिष्यन्ति, यदेतद्वाक्यं भविष्यद्वादिभिरुक्त्तं तत् सफलमभवत्।""
","""And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.""
"
"""तदानों योह्न्नामा मज्जयिता यिहूदीयदेशस्य प्रान्तरम् उपस्थाय प्रचारयन् कथयामास,""
","""In those days came John the Baptist, preaching in the wilderness of Judaea,""
"
"""मनांसि परावर्त्तयत, स्वर्गीयराजत्वं समीपमागतम्।""
","""And saying, Repent ye: for the kingdom of heaven is at hand.""
"
"परमेशस्य पन्थानं परिष्कुरुत सर्व्वतः। तस्य राजपथांश्चैव समीकुरुत सर्व्वथा। इत्येतत् प्रान्तरे वाक्यं वदतः कस्यचिद् रवः॥
","""For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.""
"
"एतद्वचनं यिशयियभविष्यद्वादिना योहनमुद्दिश्य भाषितम्। योहनो वसनं महाङ्गरोमजं तस्य कटौ चर्म्मकटिबन्धनं; स च शूककीटान् मधु च भुक्तवान्।
","""And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey.""
"
"तदानीं यिरूशालम्नगरनिवासिनः सर्व्वे यिहूदिदेशीया यर्द्दन्तटिन्या उभयतटस्थाश्च मानवा बहिरागत्य तस्य समीपे
","""Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,""
"
"स्वीयं स्वीयं दुरितम् अङ्गीकृत्य तस्यां यर्द्दनि तेन मज्जिता बभूवुः।
","""And were baptized of him in Jordan, confessing their sins.""
"
"""अपरं बहून् फिरूशिनः सिदूकिनश्च मनुजान् मंक्तुं स्वसमीपम् आगच्छ्तो विलोक्य स तान् अभिदधौ, रे रे भुजगवंशा आगामीनः कोपात् पलायितुं युष्मान् कश्चेतितवान्?""
","""But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?""
"
"मनःपरावर्त्तनस्य समुचितं फलं फलत।
","Bring forth therefore fruits meet for repentance:
"
"""किन्त्वस्माकं तात इब्राहीम् अस्तीति स्वेषु मनःसु चीन्तयन्तो मा व्याहरत। यतो युष्मान् अहं वदामि, ईश्वर एतेभ्यः पाषाणेभ्य इब्राहीमः सन्तानान् उत्पादयितुं शक्नोति।""
","""And think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham.""
"
"""अपरं पादपानां मूले कुठार इदानीमपि लगन् आस्ते, तस्माद् यस्मिन् पादपे उत्तमं फलं न भवति, स कृत्तो मध्येऽग्निं निक्षेप्स्यते।""
","""And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire.""
"
"""अपरम् अहं मनःपरावर्त्तनसूचकेन मज्जनेन युष्मान् मज्जयामीति सत्यं, किन्तु मम पश्चाद् य आगच्छति, स मत्तोपि महान्, अहं तदीयोपानहौ वोढुमपि नहि योग्योस्मि, स युष्मान् वह्निरूपे पवित्र आत्मनि संमज्जयिष्यति।""
","""I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire:""
"
"""तस्य कारे सूर्प आस्ते, स स्वीयशस्यानि सम्यक् प्रस्फोट्य निजान् सकलगोधूमान् संगृह्य भाण्डागारे स्थापयिष्यति, किंन्तु सर्व्वाणि वुषाण्यनिर्व्वाणवह्निना दाहयिष्यति।""
","""Whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.""
"
"अनन्तरं यीशु र्योहना मज्जितो भवितुं गालील्प्रदेशाद् यर्द्दनि तस्य समीपम् आजगाम।
","""Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him.""
"
"""किन्तु योहन् तं निषिध्य बभाषे, त्वं किं मम समीपम् आगच्छसि? वरं त्वया मज्जनं मम प्रयोजनम् आस्ते।""
","""But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?""
"
"""तदानीं यीशुः प्रत्यवोचत्; ईदानीम् अनुमन्यस्व, यत इत्थं सर्व्वधर्म्मसाधनम् अस्माकं कर्त्तव्यं, ततः सोऽन्वमन्यत।""
","""And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him.""
"
"""अनन्तरं यीशुरम्मसि मज्जितुः सन् तत्क्षणात् तोयमध्याद् उत्थाय जगाम, तदा जीमूतद्वारे मुक्ते जाते, स ईश्वरस्यात्मानं कपोतवद् अवरुह्य स्वोपर्य्यागच्छन्तं वीक्षाञ्चक्रे।""
","""And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:""
"
"अपरम् एष मम प्रियः पुत्र एतस्मिन्नेव मम महासन्तोष एतादृशी व्योमजा वाग् बभूव।
","""And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.""
"
"ततः परं यीशुः प्रतारकेण परीक्षितो भवितुम् आत्मना प्रान्तरम् आकृष्टः
","Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil.
"
"सन् चत्वारिंशदहोरात्रान् अनाहारस्तिष्ठन् क्षुधितो बभूव।
","""And when he had fasted forty days and forty nights, he was afterward an hungred.""
"
"""तदानीं परीक्षिता तत्समीपम् आगत्य व्याहृतवान्, यदि त्वमीश्वरात्मजो भवेस्तर्ह्याज्ञया पाषाणानेतान् पूपान् विधेहि।""
","""And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread.""
"
"""ततः स प्रत्यब्रवीत्, इत्थं लिखितमास्ते, """"मनुजः केवलपूपेन न जीविष्यति, किन्त्वीश्वरस्य वदनाद् यानि यानि वचांसि निःसरन्ति तैरेव जीविष्यति। """"""
","""But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.""
"
"""तदा प्रतारकस्तं पुण्यनगरं नीत्वा मन्दिरस्य चूडोपरि निधाय गदितवान्,""
","""Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,""
"
"""त्वं यदिश्वरस्य तनयो भवेस्तर्हीतोऽधः पत, यत इत्थं लिखितमास्ते, आदेक्ष्यति निजान् दूतान् रक्षितुं त्वां परमेश्वरः। यथा सर्व्वेषु मार्गेषु त्वदीयचरणद्वये। न लगेत् प्रस्तराघातस्त्वां घरिष्यन्ति ते करैः॥""
","""And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone.""
"
"""तदानीं यीशुस्तस्मै कथितवान् एतदपि लिखितमास्ते, """"त्वं निजप्रभुं परमेश्वरं मा परीक्षस्व। """"""
","""Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God.""
"
"""अनन्तरं प्रतारकः पुनरपि तम् अत्युञ्चधराधरोपरि नीत्वा जगतः सकलराज्यानि तदैश्वर्य्याणि च दर्शयाश्चकार कथयाञ्चकार च,""
","""Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;""
"
"यदि त्वं दण्डवद् भवन् मां प्रणमेस्तर्ह्यहम् एतानि तुभ्यं प्रदास्यामि।
","""And saith unto him, All these things will I give thee, if thou wilt fall down and worship me.""
"
"""तदानीं यीशुस्तमवोचत्, दूरीभव प्रतारक, लिखितमिदम् आस्ते, """"त्वया निजः प्रभुः परमेश्वरः प्रणम्यः केवलः स सेव्यश्च। """"""
","""Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve.""
"
"""ततः प्रतारकेण स पर्य्यत्याजि, तदा स्वर्गीयदूतैरागत्य स सिषेवे।""
","""Then the devil leaveth him, and, behold, angels came and ministered unto him.""
"
"""तदनन्तरं योहन् कारायां बबन्धे, तद्वार्त्तां निशम्य यीशुना गालील् प्रास्थीयत।""
","""Now when Jesus had heard that John was cast into prison, he departed into Galilee;""
"
"ततः परं स नासरन्नगरं विहाय जलघेस्तटे सिबूलून्नप्ताली एतयोरुवभयोः प्रदेशयोः सीम्नोर्मध्यवर्त्ती य: कफर्नाहूम् तन्नगरम् इत्वा न्यवसत्।
","""And leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim:""
"
"""तस्मात्, अन्यादेशीयगालीलि यर्द्दन्पारेऽब्धिरोधसि। नप्तालिसिबूलून्देशौ यत्र स्थाने स्थितौ पुरा।""
","""That it might be fulfilled which was spoken by Esaias the prophet, saying,""
"
"तत्रत्या मनुजा ये ये पर्य्यभ्राम्यन् तमिस्रके। तैर्जनैर्बृहदालोकः परिदर्शिष्यते तदा। अवसन् ये जना देशे मृत्युच्छायास्वरूपके। तेषामुपरि लोकानामालोकः संप्रकाशितः॥
","""The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;""
"
"""यदेतद्वचनं यिशयियभविष्यद्वादिना प्रोक्तं, तत् तदा सफलम् अभूत्।""
","The people which sat in darkness saw great light; and to them which sat in the region and shadow of death light is sprung up.
"
"""अनन्तरं यीशुः सुसंवादं प्रचारयन् एतां कथां कथयितुम् आरेभे, मनांसि परावर्त्तयत, स्वर्गीयराजत्वं सविधमभवत्।""
","""From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand.""
"
"""ततः परं यीशु र्गालीलो जलधेस्तटेन गच्छन् गच्छन् आन्द्रियस्तस्य भ्राता शिमोन् अर्थतो यं पितरं वदन्ति एतावुभौ जलघौ जालं क्षिपन्तौ ददर्श, यतस्तौ मीनधारिणावास्ताम्।""
","""And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers.""
"
"""तदा स तावाहूय व्याजहार, युवां मम पश्चाद् आगच्छतं, युवामहं मनुजधारिणौ करिष्यामि।""
","""And he saith unto them, Follow me, and I will make you fishers of men.""
"
"तेनैव तौ जालं विहाय तस्य पश्चात् आगच्छताम्।
","""And they straightway left their nets, and followed him.""
"
"अनन्तरं तस्मात् स्थानात् व्रजन् व्रजन् सिवदियस्य सुतौ याकूब् योहन्नामानौ द्वौ सहजौ तातेन सार्द्धं नौकोपरि जालस्य जीर्णोद्धारं कुर्व्वन्तौ वीक्ष्य तावाहूतवान्।
","""And going on from thence, he saw other two brethren, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them.""
"
"तत्क्षणात् तौ नावं स्वतातञ्च विहाय तस्य पश्चाद्गामिनौ बभूवतुः।
","""And they immediately left the ship and their father, and followed him.""
"
"अनन्तरं भजनभवने समुपदिशन् राज्यस्य सुसंवादं प्रचारयन् मनुजानां सर्व्वप्रकारान् रोगान् सर्व्वप्रकारपीडाश्च शमयन् यीशुः कृत्स्नं गालील्देशं भ्रमितुम् आरभत।
","""And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people.""
"
"""तेन कृत्स्नसुरियादेशस्य मध्यं तस्य यशो व्याप्नोत्, अपरं भूतग्रस्ता अपस्मारर्गीणः पक्षाधातिप्रभृतयश्च यावन्तो मनुजा नानाविधव्याधिभिः क्लिष्टा आसन्, तेषु सर्व्वेषु तस्य समीपम् आनीतेषु स तान् स्वस्थान् चकार।""
","""And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them.""
"
"एतेन गालील्-दिकापनि-यिरूशालम्-यिहूदीयदेशेभ्यो यर्द्दनः पाराञ्च बहवो मनुजास्तस्य पश्चाद् आगच्छन्।
","""And there followed him great multitudes of people from Galilee, and from Decapolis, and from Jerusalem, and from Judaea, and from beyond Jordan.""
"
"अनन्तरं स जननिवहं निरीक्ष्य भूधरोपरि व्रजित्वा समुपविवेश।
","""And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him:""
"
"तदानीं शिष्येषु तस्य समीपमागतेषु तेन तेभ्य एषा कथा कथ्याञ्चक्रे।
","""And he opened his mouth, and taught them, saying,""
"
"""अभिमानहीना जना धन्याः, यतस्ते स्वर्गीयराज्यम् अधिकरिष्यन्ति।""
","Blessed are the poor in spirit: for theirs is the kingdom of heaven.
"
"""खिद्यमाना मनुजा धन्याः, यस्मात् ते सान्त्वनां प्राप्सन्ति।""
","Blessed are they that mourn: for they shall be comforted.
"
"""नम्रा मानवाश्च धन्याः, यस्मात् ते मेदिनीम् अधिकरिष्यन्ति।""
","Blessed are the meek: for they shall inherit the earth.
"
"""धर्म्माय बुभुक्षिताः तृषार्त्ताश्च मनुजा धन्याः, यस्मात् ते परितर्प्स्यन्ति।""
","Blessed are they which do hunger and thirst after righteousness: for they shall be filled.
"
"""कृपालवो मानवा धन्याः, यस्मात् ते कृपां प्राप्स्यन्ति।""
","Blessed are the merciful: for they shall obtain mercy.
"
"""निर्म्मलहृदया मनुजाश्च धन्याः, यस्मात् त ईश्चरं द्रक्ष्यन्ति।""
","Blessed are the pure in heart: for they shall see God.
"
"""मेलयितारो मानवा धन्याः, यस्मात् त ईश्चरस्य सन्तानत्वेन विख्यास्यन्ति।""
","Blessed are the peacemakers: for they shall be called the children of God.
"
"""धर्म्मकारणात् ताडिता मनुजा धन्या, यस्मात् स्वर्गीयराज्ये तेषामधिकरो विद्यते।""
","Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven.
"
"""यदा मनुजा मम नामकृते युष्मान् निन्दन्ति ताडयन्ति मृषा नानादुर्व्वाक्यानि वदन्ति च, तदा युयं धन्याः।""
","""Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake.""
"
"""तदा आनन्दत, तथा भृशं ह्लादध्वञ्च, यतः स्वर्गे भूयांसि फलानि लप्स्यध्वे; ते युष्माकं पुरातनान् भविष्यद्वादिनोऽपि तादृग् अताडयन्।""
","""Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.""
"
"""युयं मेदिन्यां लवणरूपाः, किन्तु यदि लवणस्य लवणत्वम् अपयाति, तर्हि तत् केन प्रकारेण स्वादुयुक्तं भविष्यति? तत् कस्यापि कार्य्यस्यायोग्यत्वात् केवलं बहिः प्रक्षेप्तुं नराणां पदतलेन दलयितुञ्च योग्यं भवति।""
","""Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men.""
"
"""यूयं जगति दीप्तिरूपाः, भूधरोपरि स्थितं नगरं गुप्तं भवितुं नहि शक्ष्यति।""
","Ye are the light of the world. A city that is set on an hill cannot be hid.
"
